month,day,player,year_born,years_played,games_played,field_goals,field_goal_attempts,3point_field_goals,3point_field_goal_attempts,free_throws,free_throw_attempts,offensive_rebounds,steals,blocks,turnovers,personal_fouls,win_shares,field_goal_percent,3point_field_goal_percent,free_throw_percent,minutes_played_per_game,points_per_game,total_rebounds_per_game,assists_per_game,points,minutes_played,total_rebounds,assists,age,city,region,position,college,team_recent,dunkattempts,championship,sex,status,height_default,height_cm,weight_kg,weight_lb
January,3,Doug McDermott,1992,11,682,2234,4742,971,2362,518,644,260,146,62,435,980,21.5,0.471,0.411,0.804,19.7,8.7,2.1,1,5957,13497,1451,661,33, Grand Forks, North Dakota,Power Forward,Creighton,Sacramento Kings,118,no,male,Alive,6-6,198,102,225
January,3,George McLeod,1931,1,10,2,16,,,8,15,,,,,16,-0.2,0.125,,0.533,8.5,1.2,2.1,0.4,12,85,21,4,92, Greenville, Texas,Forward,TCU,Baltimore Bullets,,no,male,Dead,6-5,196,90,200
January,3,Paul Mokeski,1957,12,694,1099,2437,11,51,555,800,709,228,307,585,1818,13.5,0.451,0.216,0.694,14,4,3.4,0.7,2764,9739,2342,500,68, Spokane, Washington,Center,Kansas,Milwaukee Bucks,,no,male,Alive,7-0,213,113,250
January,3,Darius Morris,1991,4,132,166,432,47,146,51,81,40,45,2,112,127,-0.3,0.384,0.322,0.63,11.1,3.3,1,1.4,430,1464,126,189,33, Los Angeles, California,Point Guard,Michigan,Los Angeles Lakers,3,no,male,Dead,6-4,193,86,190
January,3,Fritz Nagy,1924,1,50,94,271,,,65,97,,,,,84,2.1,0.347,,0.67,,5.1,,1.4,5.1,,,1.4,65, Akron, Ohio,Guard,University of Akron,Indianapolis Jets,,no,male,Dead,6-2,188,83,185
January,3,Fritz Nagy,1924,1,50,94,271,,,65,97,,,,,84,2.1,0.347,,0.67,,5.1,,1.4,5.1,,,1.4,65, Akron, Ohio,Forward,University of Akron,Indianapolis Jets,,no,male,Dead,6-2,188,83,185
January,3,Nikola Pekovic,1986,6,271,1314,2537,0,0,777,1023,803,140,151,414,632,18.8,0.518,,0.76,24.9,12.6,6.7,0.7,3405,6744,1807,199,39, Bijelo Polje, Montenegro,Center,,Minnesota Timberwolves,90,no,male,Alive,6-11,211,139,307
January,3,Jake Pelkington,1916,1,54,193,469,,,211,267,,,,,216,8.1,0.412,,0.79,,11.1,,2.4,11.1,,,2.4,66, New York,,Center,Manhattan University,Baltimore Bullets,,no,male,Dead,6-6,198,99,220
January,3,Jake Pelkington,1916,1,54,193,469,,,211,267,,,,,216,8.1,0.412,,0.79,,11.1,,2.4,11.1,,,2.4,66, New York,,Forward,Manhattan University,Baltimore Bullets,,no,male,Dead,6-6,198,99,220
January,3,Melvin Sanders,1981,1,16,16,33,2,3,7,10,4,5,0,8,20,0.2,0.485,0.667,0.7,7.1,2.6,1.4,0.2,41,113,23,3,44, Liberal, Kansas,Shooting Guard,,San Antonio Spurs,1,no,male,Alive,6-5,196,95,210
January,3,Dick Schulz,1917,4,205,391,1507,,,359,499,,,,,452,4.3,0.259,,0.719,,5.6,,1,5.6,,,1,51, Racine, Wisconsin,Forward,Wisconsin,Washington Capitols,,yes,male,Dead,6-2,188,87,192
January,3,Dick Schulz,1917,4,205,391,1507,,,359,499,,,,,452,4.3,0.259,,0.719,,5.6,,1,5.6,,,1,51, Racine, Wisconsin,Guard,Wisconsin,Washington Capitols,,yes,male,Dead,6-2,188,87,192
January,3,Cedric Simmons,1986,3,75,70,171,0,0,23,59,55,11,32,30,91,0.1,0.409,,0.39,9.4,2.2,1.9,0.2,163,705,141,14,39, Shallotte, North Carolina,Power Forward,NC State,Chicago Bulls,,no,male,Alive,6-9,206,106,235
January,3,Deborah Carter,1972,2,47,69,222,13,56,31,40,42,29,5,54,90,-1.3,0.311,0.232,0.775,15.3,3.9,2.4,0.7,182,720,114,31,53, Atlanta, Georgia,Guard-Forward,Georgia,Washington Mystics,0,no,female,Alive,6-1,185,83,185
January,3,Noelle Quinn,1985,12,382,702,1774,184,571,236,296,164,256,77,422,437,9.4,0.396,0.322,0.797,20.1,4.8,2.6,2.3,1824,7660,1011,878,40, Los Angeles, California,Guard,UCLA,Seattle Storm,0,no,female,Alive,6-0,183,80,178
January,3,Kristy Wallace,1996,3,92,206,511,79,211,66,88,51,58,21,110,151,1.7,0.403,0.374,0.75,19.3,6.1,2.2,1.9,557,1777,198,179,29, Loganholme, Australia,Guard,Baylor,Indiana Fever,0,no,female,Alive,5-11,180,71,157
January,4,Mel Bennett,1955,5,204,481,1258,0,4,440,722,442,129,98,241,533,0.9,0.382,,0.609,18.3,6.9,4.7,1,1402,3725,952,204,70, Pittsburgh, Pennsylvania,Power Forward,Pitt,Indiana Pacers,,yes,male,Alive,6-7,201,90,200
January,4,Corie Blount,1969,11,644,959,2038,3,26,366,624,1085,328,266,519,1375,18.2,0.471,0.115,0.587,15.4,3.6,4.2,0.7,2287,9925,2690,460,56, Monrovia, California,Power Forward,Cincinnati,Los Angeles Lakers,153,no,male,Alive,6-9,206,108,240
January,4,Corie Blount,1969,11,644,959,2038,3,26,366,624,1085,328,266,519,1375,18.2,0.471,0.115,0.587,15.4,3.6,4.2,0.7,2287,9925,2690,460,56, Monrovia, California,Center,Cincinnati,Los Angeles Lakers,153,no,male,Alive,6-9,206,108,240
January,4,Will Bynum,1983,8,360,1117,2529,84,309,603,755,125,256,29,578,670,7,0.442,0.272,0.799,18.4,8.1,1.6,3.3,2921,6611,561,1185,42, Chicago, Illinois,Point Guard,,Detroit Pistons,14,no,male,Alive,6-0,183,83,185
January,4,Will Bynum,1983,8,360,1117,2529,84,309,603,755,125,256,29,578,670,7,0.442,0.272,0.799,18.4,8.1,1.6,3.3,2921,6611,561,1185,42, Chicago, Illinois,Shooting Guard,,Detroit Pistons,14,no,male,Alive,6-0,183,83,185
January,4,Fred Cofield,1962,2,50,77,195,3,16,12,20,7,22,3,50,66,-0.5,0.395,0.188,0.6,9.9,3.4,1,1.7,169,496,51,86,63, Ypsilanti, Michigan,Point Guard,,Chicago Bulls,,no,male,Alive,6-3,190,86,190
January,4,Terry Crosby,1957,1,4,2,4,0,0,2,2,0,0,0,5,4,0,0.5,,1,7,1.5,0.3,1.8,6,28,1,7,68, Toledo, Ohio,Point Guard,Tennessee,Kansas City Kings,,no,male,Alive,6-4,193,88,195
January,4,Rob Dillingham,2005,1,19,38,78,15,33,0,0,2,2,0,20,15,0.1,0.487,0.455,,9.7,4.8,0.8,1.7,196,438,42,85,20, Hickory, North Carolina,Point Guard,Kentucky,Minnesota Timberwolves,1,no,male,Alive,6-1,185,79,176
January,4,Sidney Green,1961,10,679,1993,4386,1,27,1093,1481,1300,369,223,1038,1797,17.4,0.454,0.037,0.738,19.5,7.5,6.1,0.9,5080,13247,4128,635,64, Brooklyn, New York,Power Forward,UNLV,San Antonio Spurs,,no,male,Alive,6-9,206,99,220
January,4,Sidney Green,1961,10,679,1993,4386,1,27,1093,1481,1300,369,223,1038,1797,17.4,0.454,0.037,0.738,19.5,7.5,6.1,0.9,5080,13247,4128,635,64, Brooklyn, New York,Center,UNLV,San Antonio Spurs,,no,male,Alive,6-9,206,99,220
January,4,Al Jefferson,1985,14,915,6161,12344,8,66,2013,2833,2054,628,1093,1211,2347,71,0.499,0.121,0.711,28.7,15.7,8.4,1.5,14343,26299,7690,1347,40, Monticello, Mississippi,Center,,Utah Jazz,582,no,male,Alive,6-10,208,131,289
January,4,Al Jefferson,1985,14,915,6161,12344,8,66,2013,2833,2054,628,1093,1211,2347,71,0.499,0.121,0.711,28.7,15.7,8.4,1.5,14343,26299,7690,1347,40, Monticello, Mississippi,Power Forward,,Utah Jazz,582,no,male,Alive,6-10,208,131,289
January,4,Joe Kleine,1962,15,965,1902,4201,13,48,849,1069,1268,261,285,777,1988,19.1,0.453,0.271,0.794,15.2,4.8,4.1,0.6,4666,14712,3991,622,63, Colorado Springs, Colorado,Center,,Phoenix Suns,2,yes,male,Alive,6-11,211,115,255
January,4,Wayne Kreklow,1957,1,25,11,47,1,4,7,10,2,2,1,10,20,-0.3,0.234,0.25,0.7,4,1.2,0.5,0.4,30,100,12,9,68, Neenah, Wisconsin,Shooting Guard,Drake University,Boston Celtics,,no,male,Alive,6-4,193,79,175
January,4,Arnoldas Kulboka,1998,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,2.5,0,0,0,0,5,0,0,27, Marijampoles, Lithuania,Small Forward,,Charlotte Hornets,,no,male,Alive,6-9,206,89,198
January,4,Cliff Levingston,1961,11,830,2333,4524,5,33,1217,1800,1772,534,593,829,2299,44.2,0.516,0.152,0.676,20.4,7.1,5.2,0.9,5888,16962,4307,752,64, San Diego, California,Power Forward,Wichita State,Atlanta Hawks,,yes,male,Alive,6-8,203,95,210
January,4,James Michael McAdoo,1993,4,111,133,252,5,17,63,118,79,33,47,42,108,2.4,0.528,0.294,0.534,7.9,3,1.7,0.3,334,874,188,37,32, Norfolk, Virginia,Power Forward,UNC,Golden State Warriors,57,yes,male,Alive,6-9,206,104,230
January,4,Scott Meents,1964,2,39,26,72,1,1,19,27,10,11,7,15,17,0.1,0.361,1,0.704,5.2,1.8,1,0.4,72,201,40,15,61, Kankakee, Illinois,Power Forward,Illinois,Seattle SuperSonics,,no,male,Alive,6-10,208,102,225
January,4,Jim Rowinski,1961,2,23,15,36,0,0,27,32,18,1,2,10,19,0.3,0.417,,0.844,5.5,2.5,1.5,0.2,57,127,34,5,63, Long Island, New York,Power Forward,Purdue,Miami Heat,,no,male,Dead,6-8,203,113,250
January,4,Jim Rowinski,1961,2,23,15,36,0,0,27,32,18,1,2,10,19,0.3,0.417,,0.844,5.5,2.5,1.5,0.2,57,127,34,5,63, Long Island, New York,Center,Purdue,Miami Heat,,no,male,Dead,6-8,203,113,250
January,4,Collin Sexton,1999,7,384,2631,5602,577,1491,1392,1659,336,299,51,896,864,15.2,0.47,0.387,0.839,30.1,18.8,2.8,3.7,7343,11712,1106,1430,26, Marietta, Georgia,Shooting Guard,Alabama,Utah Jazz,76,no,male,Alive,6-3,190,86,190
January,4,Collin Sexton,1999,7,384,2631,5602,577,1491,1392,1659,336,299,51,896,864,15.2,0.47,0.387,0.839,30.1,18.8,2.8,3.7,7343,11712,1106,1430,26, Marietta, Georgia,Point Guard,Alabama,Utah Jazz,76,no,male,Alive,6-3,190,86,190
January,4,Victor Wembanyama,2004,2,108,886,1888,248,733,412,509,226,128,403,388,232,7.2,0.469,0.338,0.809,30.8,22.5,10.7,3.8,2638,3633,1261,442,21, Le Chesnay, France,Center,,San Antonio Spurs,256,no,male,Alive,7-3,221,106,235
January,4,Victor Wembanyama,2004,2,108,886,1888,248,733,412,509,226,128,403,388,232,7.2,0.469,0.338,0.809,30.8,22.5,10.7,3.8,2638,3633,1261,442,21, Le Chesnay, France,Power Forward,,San Antonio Spurs,256,no,male,Alive,7-3,221,106,235
January,4,Ante Zizic,1997,3,113,273,470,0,0,128,180,150,22,40,82,170,3.5,0.581,,0.711,13.4,6,3.9,0.6,674,1517,446,64,28, Split, Croatia,Center,,Cleveland Cavaliers,,no,male,Alive,6-10,208,120,266
January,4,Marissa Coleman,1987,10,319,744,2008,315,922,337,442,254,236,88,396,541,9.8,0.371,0.342,0.762,21,6.7,3.1,1.3,2140,6707,995,399,38, Portland, Oregon,Guard-Forward,Maryland,New York Liberty,0,no,female,Alive,6-1,185,72,160
January,4,Frida Eldebrink,1988,1,8,1,8,0,6,1,2,1,1,0,4,2,-0.2,0.125,0,0.5,5.5,0.4,0.4,0.9,3,44,3,7,37, Södertälje, Sweden,Guard,,San Antonio Stars,0,no,female,Alive,5-9,175,,
January,5,Dick Clark,1944,2,58,110,372,1,18,137,203,30,,,106,148,-0.1,0.296,0.056,0.675,19.6,6.2,2.4,1.7,358,1137,140,101,44, Findlay, Ohio,Shooting Guard,Eastern Kentucky University,Houston Mavericks,,no,male,Dead,6-4,193,86,190
January,5,Dick Clark,1944,2,58,110,372,1,18,137,203,30,,,106,148,-0.1,0.296,0.056,0.675,19.6,6.2,2.4,1.7,358,1137,140,101,44, Findlay, Ohio,Point Guard,Eastern Kentucky University,Houston Mavericks,,no,male,Dead,6-4,193,86,190
January,5,Walt Davis,1931,5,325,623,1651,,,312,449,,,,,915,4.8,0.377,,0.695,16.4,4.8,4.3,0.7,1558,5344,1397,231,89, Beaumont, Texas,Power Forward,Texas A&M,Philadelphia Warriors,,no,male,Dead,6-8,203,92,205
January,5,Walt Davis,1931,5,325,623,1651,,,312,449,,,,,915,4.8,0.377,,0.695,16.4,4.8,4.3,0.7,1558,5344,1397,231,89, Beaumont, Texas,Center,Texas A&M,Philadelphia Warriors,,no,male,Dead,6-8,203,92,205
January,5,Nate DeLong,1926,1,17,20,42,,,24,35,,,,,47,0.8,0.476,,0.686,7.8,3.8,1.8,0.8,64,132,31,14,84, Chippewa Falls, Wisconsin,Center,Wisconsin-River Falls,Milwaukee Hawks,,no,male,Dead,6-6,198,99,220
January,5,Alex English,1954,15,1193,10659,21036,18,83,4277,5141,2778,1067,833,2821,3027,100.7,0.507,,0.832,31.9,21.5,5.5,3.6,25613,38063,6538,4351,71, Columbia, South Carolina,Small Forward,South Carolina,Denver Nuggets,,no,male,Alive,6-8,203,86,190
January,5,Butch Graves,1962,1,4,2,6,0,1,1,5,0,1,0,1,4,-0.1,0.333,0,0.2,2.8,1.3,0.5,0.3,5,11,2,1,63, Scarsdale, New York,Shooting Guard,Yale,Cleveland Cavaliers,,no,male,Alive,6-3,190,90,200
January,5,Isaac Humphries,1998,1,5,6,21,3,11,0,0,4,1,0,0,7,-0.1,0.286,0.273,,11.2,3,2.2,0,15,56,11,0,27, Sydney, Australia,Center,Kentucky,Atlanta Hawks,0,no,male,Alive,7-0,213,115,255
January,5,Jack Kiley,1929,2,53,46,203,,,32,56,,,,,61,-1.8,0.227,,0.571,9.5,2.3,1,1.2,124,504,51,65,53, Irvington, New Jersey,Shooting Guard,Syracuse,Fort Wayne Pistons,,no,male,Dead,6-1,185,77,170
January,5,Eric Mika,1995,1,1,2,3,0,0,2,2,2,0,0,0,5,0.1,0.667,,1,19,6,7,0,6,19,7,0,30, Salt Lake City, Utah,Center,BYU,Sacramento Kings,,no,male,Alive,6-10,208,104,230
January,5,Rick Mount,1947,5,283,1298,2996,121,382,613,748,167,55,8,428,653,10.5,0.433,0.317,0.82,22.6,11.8,1.7,2.4,3330,6386,475,676,78, Lebanon, Indiana,Shooting Guard,Purdue,Kentucky Colonels,,yes,male,Alive,6-3,190,79,175
January,5,George Munroe,1922,2,80,191,714,,,103,159,,,,,111,2.9,0.268,,0.648,,6.1,,0.3,6.1,,,0.3,92, Joliet, Illinois,Guard,Dartmouth College,Boston Celtics,,no,male,Dead,5-11,180,77,170
January,5,Tony Price,1957,1,5,2,7,0,0,0,0,0,2,1,2,3,-0.1,0.286,,,5.8,0.8,0,0.6,4,29,0,3,68, Bronx, New York,Shooting Guard,Penn,San Diego Clippers,,no,male,Alive,6-6,198,86,190
January,5,Miroslav Raduljica,1988,2,53,71,134,0,0,47,57,56,8,13,30,92,1.1,0.53,,0.825,9.2,3.6,2.1,0.4,189,488,113,23,37, Belgrade, Serbia,Center,,Minnesota Timberwolves,,no,male,Alive,7-0,213,113,250
January,5,Malachi Richardson,1996,3,70,67,187,28,93,36,46,10,16,2,26,63,-0.1,0.358,0.301,0.783,8.9,2.8,1,0.3,198,625,70,24,29, Trenton, New Jersey,Shooting Guard,Syracuse,Toronto Raptors,2,no,male,Alive,6-6,198,92,205
January,5,Tyler Ulis,1996,3,133,398,988,63,225,139,172,44,118,12,204,193,0.5,0.403,0.28,0.808,20.9,7.5,1.7,4,998,2782,223,537,29, Southfield, Michigan,Point Guard,Kentucky,Phoenix Suns,0,no,male,Alive,5-10,178,72,160
January,5,Kayla Alexander,1991,8,203,330,650,0,0,158,207,223,46,91,167,305,4,0.508,,0.763,11.8,4,2.8,0.3,818,2404,567,61,34, Milton, Canada,Center,Syracuse,Minnesota Lynx,0,no,female,Alive,6-4,193,88,195
January,5,Andrea Garner,1979,1,32,37,115,1,2,24,38,42,27,10,43,44,-0.6,0.322,0.5,0.632,17.5,3.1,3,0.8,99,560,97,25,46, Philadelphia, Pennsylvania,Forward-Center,Penn State,Seattle Storm,0,no,female,Alive,6-3,190,72,160
January,5,Jonquel Jones,1994,8,275,1338,2589,303,805,684,861,690,231,371,541,781,42.5,0.517,0.376,0.794,25.5,13.3,8.4,1.9,3663,7018,2319,514,31, Freeport, Bahamas,Center,,New York Liberty,1,no,female,Alive,6-6,198,97,215
January,5,Taylor Soule,2000,2,17,2,14,0,3,5,8,3,0,1,5,6,-0.3,0.143,0,0.625,3.3,0.5,0.5,0.2,9,56,9,3,25, New Lebanon, New Hampshire,Forward,,Minnesota Lynx,0,no,female,Alive,5-11,180,85,188
January,6,Gilbert Arenas,1982,11,552,3722,8850,1079,3077,2879,3584,444,884,134,1744,1683,51.3,0.421,0.351,0.803,35.1,20.7,3.9,5.3,11402,19351,2168,2909,43, Tampa, Florida,Point Guard,Arizona,Washington Wizards,123,no,male,Alive,6-4,193,86,191
January,6,Will Barton,1991,11,679,2824,6561,893,2516,1084,1377,471,504,272,948,1050,26.5,0.43,0.355,0.787,25.2,11.2,4.1,2.7,7625,17116,2792,1817,34, Baltimore, Maryland,Shooting Guard,Memphis,Denver Nuggets,243,no,male,Alive,6-5,196,82,181
January,6,Will Barton,1991,11,679,2824,6561,893,2516,1084,1377,471,504,272,948,1050,26.5,0.43,0.355,0.787,25.2,11.2,4.1,2.7,7625,17116,2792,1817,34, Baltimore, Maryland,Small Forward,Memphis,Denver Nuggets,243,no,male,Alive,6-5,196,82,181
January,6,Pat Connaughton,1993,10,576,1262,2902,670,1884,268,347,400,278,154,318,679,23.9,0.435,0.356,0.772,19.4,6,3.4,1.4,3496,11295,1996,810,32, Arlington, Massachusetts,Shooting Guard,Notre Dame,Milwaukee Bucks,127,no,male,Alive,6-5,196,94,209
January,6,Pat Connaughton,1993,10,576,1262,2902,670,1884,268,347,400,278,154,318,679,23.9,0.435,0.356,0.772,19.4,6,3.4,1.4,3496,11295,1996,810,32, Arlington, Massachusetts,Small Forward,Notre Dame,Milwaukee Bucks,127,no,male,Alive,6-5,196,94,209
January,6,Paul Grant,1974,2,16,13,29,0,0,3,8,8,2,1,9,21,-0.1,0.448,,0.375,6.9,1.8,1.1,0.2,29,111,18,3,51, Pittsburgh, Pennsylvania,Center,,Utah Jazz,,no,male,Alive,7-0,213,111,245
January,6,Cecil Hankins,1922,2,80,140,507,,,114,185,,,,,77,3.4,0.276,,0.616,,4.9,,0.3,4.9,,,0.3,80, Covin, Alabama,Guard,Oklahoma State,Boston Celtics,,no,male,Dead,6-1,185,79,175
January,6,Sean Kilpatrick,1990,4,157,545,1319,194,579,332,385,40,73,13,206,191,2.6,0.413,0.335,0.862,19.6,10.3,2.7,1.5,1616,3082,429,236,35, Yonkers, New York,Shooting Guard,Cincinnati,Brooklyn Nets,10,no,male,Alive,6-4,193,95,210
January,6,Duane Klueh,1926,2,113,316,872,,,292,406,,,,,254,6,0.362,,0.719,,8.2,3,1.5,8.2,,3,1.5,98, Bottineau, North Dakota,Guard,Indiana State University,Fort Wayne Pistons,,no,male,Dead,6-3,190,79,175
January,6,Freddie Lewis,1921,2,95,318,1018,,,163,213,,,,,207,0.7,0.312,,0.765,,8.4,,1.4,8.4,,,1.4,73, Brooklyn, New York,Forward,Eastern Kentucky University,Philadelphia Warriors,,no,male,Dead,6-2,188,88,195
January,6,Freddie Lewis,1921,2,95,318,1018,,,163,213,,,,,207,0.7,0.312,,0.765,,8.4,,1.4,8.4,,,1.4,73, Brooklyn, New York,Guard,Eastern Kentucky University,Philadelphia Warriors,,no,male,Dead,6-2,188,88,195
January,6,Tom Marshall,1931,4,168,354,913,,,244,344,,,,,197,4.1,0.388,,0.709,15.4,5.7,2.9,1.1,952,2587,492,188,93, Coldwater, Tennessee,Small Forward,Western Kentucky,Rochester Royals,,no,male,Dead,6-4,193,97,215
January,6,KJ Martin,2001,5,290,1009,1841,179,529,335,499,341,138,139,233,511,12.3,0.548,0.338,0.671,21.5,8.7,4.1,1.2,2570,6349,1208,349,24, Gardena, California,Small Forward,,Utah Jazz,411,no,male,Alive,6-6,198,97,215
January,6,KJ Martin,2001,5,290,1009,1841,179,529,335,499,341,138,139,233,511,12.3,0.548,0.338,0.671,21.5,8.7,4.1,1.2,2570,6349,1208,349,24, Gardena, California,Power Forward,,Utah Jazz,411,no,male,Alive,6-6,198,97,215
January,6,Mac McClung,1999,3,5,12,26,5,14,4,6,3,1,1,6,8,0.1,0.462,0.357,0.667,14.2,6.6,2.8,2.4,33,71,14,12,26, Gate City, Virginia,Shooting Guard,,Orlando Magic,2,no,male,Alive,,,,
January,6,Mac McClung,1999,3,5,12,26,5,14,4,6,3,1,1,6,8,0.1,0.462,0.357,0.667,14.2,6.6,2.8,2.4,33,71,14,12,26, Gate City, Virginia,Point Guard,,Orlando Magic,2,no,male,Alive,,,,
January,6,Pearl Washington,1964,3,194,666,1472,16,87,312,418,140,256,15,438,448,1.9,0.452,0.184,0.746,20.8,8.6,1.9,3.8,1660,4044,370,733,52, Brooklyn, New York,Point Guard,Syracuse,New Jersey Nets,,no,male,Dead,6-2,188,86,190
January,6,Chen Nan,1983,1,26,46,95,0,0,5,8,23,8,9,29,38,-0.3,0.484,,0.625,12.3,3.7,2.1,0.2,97,320,55,6,42, Qingdao, China,Center,,Chicago Sky,0,no,female,Alive,6-6,198,81,180
January,7,Jordan Bell,1995,5,161,257,466,4,20,75,118,153,62,122,118,200,4.9,0.552,0.2,0.636,12,3.7,3.1,1.2,593,1937,497,201,30, Los Angeles, California,Center,Oregon,Golden State Warriors,85,yes,male,Alive,6-8,203,97,216
January,7,Jesse Branson,1942,2,83,377,883,2,9,335,477,,,,115,252,5.8,0.427,,0.702,23,13.1,6.6,0.8,1091,1906,550,68,72, Burlington, North Carolina,Small Forward,Elon University,New Orleans Buccaneers,,no,male,Dead,6-7,201,88,195
January,7,JamesOn Curry,1986,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,39, Pleasant Grove, North Carolina,Point Guard,Oklahoma State,Los Angeles Clippers,,no,male,Alive,6-3,190,86,190
January,7,Marquis Daniels,1981,10,548,1772,3933,103,439,672,932,521,509,137,644,882,16.5,0.451,0.235,0.721,21.4,7.9,2.8,1.8,4319,11707,1552,966,44, Jasper, Florida,Shooting Guard,Auburn,Indiana Pacers,118,no,male,Alive,6-6,198,90,200
January,7,Marquis Daniels,1981,10,548,1772,3933,103,439,672,932,521,509,137,644,882,16.5,0.451,0.235,0.721,21.4,7.9,2.8,1.8,4319,11707,1552,966,44, Jasper, Florida,Small Forward,Auburn,Indiana Pacers,118,no,male,Alive,6-6,198,90,200
January,7,Todd Day,1970,8,483,2036,5017,568,1646,1277,1727,578,532,291,717,1348,17.5,0.406,0.345,0.739,25.3,12.3,3.4,1.5,5917,12214,1649,713,55, Decatur, Illinois,Shooting Guard,Arkansas,Milwaukee Bucks,15,no,male,Alive,6-6,198,85,188
January,7,Ryan Dunn,2003,1,39,119,262,44,139,9,19,39,21,26,16,95,1,0.454,0.317,0.474,20.5,7.5,3.5,0.9,319,924,166,43,22, New Hyde Park, New York,Small Forward,Virginia,Phoenix Suns,17,no,male,Alive,6-6,198,97,216
January,7,Reece Gaines,1981,3,71,48,148,7,26,20,33,9,17,3,26,40,-0.6,0.324,0.269,0.606,8.5,1.7,0.7,0.7,123,605,53,50,44, Madison, Wisconsin,Point Guard,Louisville,Milwaukee Bucks,1,no,male,Alive,6-6,198,92,205
January,7,Dan King,1931,1,12,7,22,,,5,10,,,,,5,,0.318,,0.5,8.6,1.6,2.1,0.3,19,103,25,3,72, Paris, Tennessee,Forward,Western Kentucky,Baltimore Bullets,,no,male,Dead,6-6,198,99,220
January,7,Johnny Macknowski,1923,2,117,285,898,,,253,348,,,,,262,2.7,0.317,,0.727,,7,1.9,1.1,7,,1.9,1.1,101,"(Name alternatively spelled ""Macknowsky""; Changed surname to ""Mack"" after playing career)",,Guard,Seton Hall,Syracuse Nationals,,no,male,Dead,6-0,183,81,180
January,7,Johnny Macknowski,1923,2,117,285,898,,,253,348,,,,,262,2.7,0.317,,0.727,,7,1.9,1.1,7,,1.9,1.1,101,"(Name alternatively spelled ""Macknowsky""; Changed surname to ""Mack"" after playing career)",,Forward,Seton Hall,Syracuse Nationals,,no,male,Dead,6-0,183,81,180
January,7,Don Rehfeldt,1927,2,98,263,711,,,166,219,,,,,248,3.5,0.37,,0.758,20.2,7.1,5,1.2,692,788,494,118,53, Chicago, Illinois,Small Forward,Wisconsin,Milwaukee Hawks,,no,male,Dead,6-7,201,95,210
January,7,Deb Smith,1920,1,48,32,119,,,9,21,,,,,47,0.7,0.269,,0.429,,1.5,,0.1,1.5,,,0.1,89, Paul, Idaho,Forward,Utah,St. Louis Bombers,,no,male,Dead,6-3,190,81,180
January,7,Jarnell Stokes,1994,3,28,25,43,0,0,17,32,18,7,5,7,29,0.6,0.581,,0.531,5.4,2.4,1.4,0.3,67,151,40,7,31, Memphis, Tennessee,Center,Tennessee,Memphis Grizzlies,3,no,male,Alive,6-9,206,119,263
January,7,Jarnell Stokes,1994,3,28,25,43,0,0,17,32,18,7,5,7,29,0.6,0.581,,0.531,5.4,2.4,1.4,0.3,67,151,40,7,31, Memphis, Tennessee,Power Forward,Tennessee,Memphis Grizzlies,3,no,male,Alive,6-9,206,119,263
January,7,Trevor Winter,1974,1,1,0,0,0,0,0,0,1,0,0,0,5,0,,,,5,0,3,0,0,5,3,0,51, Slayton, Minnesota,Center,Minnesota,Minnesota Timberwolves,,no,male,Alive,7-0,213,124,275
January,7,Cappie Pondexter,1983,13,416,2446,5803,464,1325,1455,1729,249,409,72,948,873,37.6,0.422,0.35,0.842,30.7,16.4,3.7,3.8,6811,12785,1520,1578,42, Oceanside, California,Guard,Rutgers University,Los Angeles Sparks,0,yes,female,Alive,5-9,175,72,160
January,8,Willie Anderson,1967,9,555,2804,5952,99,372,1064,1353,550,594,342,1163,1500,27.9,0.471,0.266,0.786,28.8,12.2,3.8,3.8,6771,15974,2082,2105,58, Greenville, South Carolina,Shooting Guard,Georgia,San Antonio Spurs,2,no,male,Alive,6-7,201,86,190
January,8,Willie Anderson,1967,9,555,2804,5952,99,372,1064,1353,550,594,342,1163,1500,27.9,0.471,0.266,0.786,28.8,12.2,3.8,3.8,6771,15974,2082,2105,58, Greenville, South Carolina,Small Forward,Georgia,San Antonio Spurs,2,no,male,Alive,6-7,201,86,190
January,8,Tony Bradley,1998,6,179,346,548,6,12,94,138,277,42,99,101,247,7.5,0.631,0.5,0.681,11.1,4.4,4.1,0.5,792,1994,729,90,27, Bartow, Florida,Center,UNC,Utah Jazz,67,no,male,Alive,6-10,208,112,248
January,8,Ignas Brazdeikis,1999,3,64,122,293,39,124,35,51,36,14,7,31,73,0.4,0.416,0.315,0.686,13.1,5,1.9,0.9,318,838,122,58,26, Kaunas, Lithuania,Small Forward,Michigan,Orlando Magic,0,no,male,Alive,6-6,198,100,221
January,8,Bill Closs,1922,3,186,605,1918,,,459,639,,,,,471,7.1,0.315,,0.718,19.6,9,5,1.9,1669,1120,605,346,89, Edge, Texas,Small Forward,Rice University,Fort Wayne Pistons,,no,male,Dead,6-5,196,88,195
January,8,Hook Dillon,1924,1,22,10,55,,,16,22,,,,,19,-0.4,0.182,,0.727,,1.6,,0.2,1.6,,,0.2,80, Savannah, Georgia,Forward,UNC,Washington Capitols,,no,male,Dead,6-3,190,81,180
